project_id,overall_risk_score,risk_level,investigation_priority,primary_typology,fraud_probability,synthesized_reasons,primary_reason,secondary_reason,tertiary_reason,financial_anomaly_score,geospatial_anomaly_score,procurement_anomaly_score,contractor_anomaly_score,payment_anomaly_score,progress_anomaly_score,graph_anomaly_score,feature_importance_contributions,scored_at
MPLADS-000402,32.6,LOW,ROUTINE,NORMAL,0.3136,"[""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.55)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.55),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,17.87,4.67,90.66,39.26,27.38,11.54,53.59,"{""procurement_anomaly_score"": 1.3936, ""procurement_anomaly_percentile"": 0.5611, ""geo__population_density"": 0.1821}",2026-09-06T09:49:30.400510+00:00
MPLADS-000403,13.1,LOW,ROUTINE,NORMAL,0.011,"[""[Geospatial Clustering] Elevated spatial unit cost (+748.1% vs cluster median for work type)"", ""[Geospatial Clustering] High geographic clustering (10 active works within 25 km radius)"", ""[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers""]",[Geospatial Clustering] Elevated spatial unit cost (+748.1% vs cluster median for work type),[Geospatial Clustering] High geographic clustering (10 active works within 25 km radius),[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers,39.3,70.77,24.45,11.89,34.03,36.57,3.67,"{""payment_anomaly_score"": 0.0561, ""geo__population_density"": 0.0495, ""payment_anomaly_percentile"": 0.035}",2026-09-06T09:49:30.400510+00:00
MPLADS-000404,6.9,LOW,ROUTINE,NORMAL,0.0262,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,3.59,6.03,28.54,9.54,1.98,19.33,23.13,"{""payment_anomaly_score"": 0.0918, ""mean_anomaly_score"": 0.0876, ""project__planned_duration_days"": 0.06}",2026-09-06T09:49:30.401511+00:00
MPLADS-000405,18.3,LOW,ROUTINE,NORMAL,0.0225,"[""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] High constituency allocation concentration (77.0% of works in single constituency)"", ""[Contractor Capacity] Elevated historical irregularity record (4 past statutory audit findings)"", ""[Payment Structuring] PAYMENT_TIMING_ANOMALY"", ""[Entity Graph Relationship] RECURRING_EXCLUSIVE_PAIRING""]",[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] High constituency allocation concentration (77.0% of works in single constituency),[Contractor Capacity] Elevated historical irregularity record (4 past statutory audit findings),31.7,30.04,23.16,76.05,67.04,18.64,60.74,"{""financial_anomaly_percentile"": 0.0611, ""payment_anomaly_percentile"": 0.0238, ""graph_anomaly_percentile"": 0.0213}",2026-09-06T09:49:30.401511+00:00
MPLADS-000406,33.3,LOW,ROUTINE,NORMAL,0.2913,"[""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.58)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Contractor Capacity] High constituency allocation concentration (73.3% of works in single constituency)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant""]",[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.58),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,16.67,15.77,88.34,64.7,17.09,22.93,52.98,"{""procurement_anomaly_score"": 1.5217, ""procurement_anomaly_percentile"": 0.527, ""geo__population_density"": 0.1337}",2026-09-06T09:49:30.401511+00:00
MPLADS-000407,5.5,LOW,ROUTINE,NORMAL,0.0225,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,7.69,10.24,11.35,6.11,16.13,11.81,8.51,"{""geospatial_anomaly_score"": 0.2063, ""geospatial_anomaly_percentile"": 0.0872, ""project__planned_duration_days"": 0.0589}",2026-09-06T09:49:30.401511+00:00
MPLADS-000408,15.8,LOW,ROUTINE,NORMAL,0.0225,"[""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)"", ""[Contractor Capacity] High constituency allocation concentration (73.3% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,"[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",[Contractor Capacity] High constituency allocation concentration (73.3% of works in single constituency),22.07,14.56,20.78,62.85,39.33,23.61,80.94,"{""geo__infrastructure_gap_index"": 0.1874, ""financial__sanctioned_amount"": 0.1224, ""geospatial_anomaly_score"": 0.073}",2026-09-06T09:49:30.401511+00:00
MPLADS-000409,42.0,MEDIUM,ROUTINE,NORMAL,0.4797,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.41)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.41),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,16.41,11.16,92.29,19.55,25.91,25.53,37.2,"{""procurement_anomaly_score"": 1.4926, ""procurement_anomaly_percentile"": 0.6241, ""geospatial_anomaly_score"": 0.1563}",2026-09-06T09:49:30.401511+00:00
MPLADS-000410,80.8,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Financial Execution] Accelerated disbursement velocity (2.0x peer median disbursement speed)"", ""[Financial Execution] Contract escalation (65.2% value change with 0 amendments)"", ""[Financial Execution] Standard schedule compliance"", ""[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP""]",[Financial Execution] Accelerated disbursement velocity (2.0x peer median disbursement speed),[Financial Execution] Contract escalation (65.2% value change with 0 amendments),[Financial Execution] Standard schedule compliance,87.41,25.67,61.89,4.65,80.9,69.6,3.72,"{""progress_anomaly_score"": 4.7006, ""progress_anomaly_percentile"": 0.8611, ""procurement_anomaly_score"": 0.2409}",2026-09-06T09:49:30.401511+00:00
MPLADS-000411,39.0,LOW,ROUTINE,NORMAL,0.3136,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.49)"", ""[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (23.0%)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.03)"", ""[Contractor Capacity] Heavy agency monopolization (70.6% funding channeled through repeated agency-contractor pair)""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.49),[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (23.0%),[Tender & Procurement] Contract award amount aligned with initial technical estimates,33.11,29.67,91.94,77.24,45.49,28.71,44.67,"{""procurement_anomaly_score"": 1.5336, ""procurement_anomaly_percentile"": 0.6006, ""geo__population_density"": 0.129}",2026-09-06T09:49:30.401511+00:00
MPLADS-000412,6.6,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,9.22,4.11,9.53,33.1,11.86,10.8,15.52,"{""project__planned_duration_days"": 0.0649, ""mean_anomaly_score"": 0.0225, ""geospatial_anomaly_score"": 0.0145}",2026-09-06T09:49:30.402464+00:00
MPLADS-000413,18.0,LOW,ROUTINE,NORMAL,0.0225,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award"", ""[Contractor Capacity] High constituency allocation concentration (69.9% of works in single constituency)"", ""[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings)""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award,45.57,32.0,19.68,48.31,82.15,17.24,56.02,"{""financial__sanctioned_amount"": 0.1273, ""financial_anomaly_score"": 0.1241, ""payment_anomaly_score"": 0.0868}",2026-09-06T09:49:30.402464+00:00
MPLADS-000414,6.0,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,5.23,6.7,6.48,22.66,4.92,13.97,21.95,"{""project__planned_duration_days"": 0.0712, ""graph_anomaly_score"": 0.0386, ""mean_anomaly_score"": 0.0355}",2026-09-06T09:49:30.402464+00:00
MPLADS-000415,13.8,LOW,ROUTINE,NORMAL,0.0225,"[""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,28.1,30.12,10.35,13.66,42.05,48.81,43.1,"{""financial__sanctioned_amount"": 0.2387, ""financial_anomaly_percentile"": 0.0624, ""std_anomaly_score"": 0.0571}",2026-09-06T09:49:30.402464+00:00
MPLADS-000416,10.5,LOW,ROUTINE,NORMAL,0.0182,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,,,5.79,33.47,12.51,36.34,9.37,30.21,46.07,"{""financial__sanctioned_amount"": 0.1008, ""financial_anomaly_score"": 0.0394, ""project__planned_duration_days"": 0.038}",2026-09-06T09:49:30.402464+00:00
MPLADS-000417,13.3,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] RECURRING_EXCLUSIVE_PAIRING"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,[Entity Graph Relationship] RECURRING_EXCLUSIVE_PAIRING,"[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",14.18,8.13,12.05,66.59,23.53,22.26,70.09,"{""geo__population_density"": 0.1589, ""geospatial_anomaly_score"": 0.0516, ""financial__sanctioned_amount"": 0.0487}",2026-09-06T09:49:30.402464+00:00
MPLADS-000418,9.9,LOW,ROUTINE,NORMAL,0.0345,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,20.98,13.82,15.56,7.03,34.64,26.53,10.64,"{""financial__sanctioned_amount"": 0.2542, ""payment_anomaly_score"": 0.1549, ""geospatial_anomaly_score"": 0.1148}",2026-09-06T09:49:30.402464+00:00
MPLADS-000419,19.2,LOW,ROUTINE,NORMAL,0.0161,"[""[Financial Execution] Elevated peer-adjusted cost (+383.1% vs peer median for work type)"", ""[Financial Execution] Accelerated disbursement velocity (5.0x peer median disbursement speed)"", ""[Financial Execution] Atypical cost per unit (+321.5% vs peer median rate)"", ""[Payment Structuring] PAYMENT_TIMING_ANOMALY"", ""[Geospatial Clustering] High sanctioned funding allocation (+497.2% above regional cluster median)""]",[Financial Execution] Elevated peer-adjusted cost (+383.1% vs peer median for work type),[Financial Execution] Accelerated disbursement velocity (5.0x peer median disbursement speed),[Financial Execution] Atypical cost per unit (+321.5% vs peer median rate),87.0,73.88,28.65,23.44,81.68,19.32,12.69,"{""payment_anomaly_score"": 0.3834, ""payment_anomaly_percentile"": 0.0853, ""std_anomaly_score"": 0.0371}",2026-09-06T09:49:30.402464+00:00
MPLADS-000420,6.0,LOW,ROUTINE,NORMAL,0.0314,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,7.25,8.98,13.29,27.63,2.3,3.57,11.58,"{""geo__infrastructure_gap_index"": 0.2349, ""geo__population_density"": 0.1683, ""payment_anomaly_score"": 0.128}",2026-09-06T09:49:30.402464+00:00
MPLADS-000421,9.1,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,22.39,29.79,7.83,10.64,36.86,11.77,22.62,"{""geo__infrastructure_gap_index"": 0.1518, ""financial__sanctioned_amount"": 0.1416, ""payment_anomaly_percentile"": 0.01}",2026-09-06T09:49:30.402464+00:00
MPLADS-000422,84.1,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN"", ""[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)"", ""[Contractor Capacity] High constituency allocation concentration (61.2% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN,[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY,"[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",69.44,24.29,25.59,76.76,61.23,83.65,62.15,"{""progress_anomaly_score"": 5.3424, ""progress_anomaly_percentile"": 0.9079, ""geo__infrastructure_gap_index"": 0.1276}",2026-09-06T09:49:30.402464+00:00
MPLADS-000423,7.1,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,11.28,17.32,33.93,14.99,3.42,2.66,24.03,"{""geo__infrastructure_gap_index"": 0.0922, ""project__planned_duration_days"": 0.0538, ""geospatial_anomaly_score"": 0.0525}",2026-09-06T09:49:30.402464+00:00
MPLADS-000424,6.4,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,9.51,14.35,21.64,11.62,21.28,5.46,12.13,"{""project__planned_duration_days"": 0.0498, ""geospatial_anomaly_score"": 0.0381, ""mean_anomaly_score"": 0.0339}",2026-09-06T09:49:30.402464+00:00
MPLADS-000425,10.8,LOW,ROUTINE,NORMAL,0.0161,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,17.51,18.76,31.36,34.86,8.57,28.29,31.41,"{""financial__sanctioned_amount"": 0.1773, ""geospatial_anomaly_score"": 0.0595, ""project__planned_duration_days"": 0.0434}",2026-09-06T09:49:30.403975+00:00
MPLADS-000426,5.8,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,4.19,9.52,17.39,21.23,5.37,1.72,24.68,"{""geospatial_anomaly_score"": 0.2182, ""geospatial_anomaly_percentile"": 0.079, ""project__planned_duration_days"": 0.0678}",2026-09-06T09:49:30.403975+00:00
MPLADS-000427,83.5,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY"", ""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE""]",[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY,58.77,6.91,39.11,81.68,40.7,84.03,82.39,"{""progress_anomaly_score"": 4.6862, ""progress_anomaly_percentile"": 0.8078, ""financial_anomaly_score"": 0.3234}",2026-09-06T09:49:30.403975+00:00
MPLADS-000428,7.0,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,10.82,6.65,24.27,10.83,20.69,17.31,6.95,"{""project__planned_duration_days"": 0.0474, ""financial__sanctioned_amount"": 0.0114, ""graph_anomaly_percentile"": 0.0051}",2026-09-06T09:49:30.403975+00:00
MPLADS-000429,15.1,LOW,ROUTINE,NORMAL,0.1417,"[""[Geospatial Clustering] High geographic clustering (34 active works within 25 km radius)"", ""[Geospatial Clustering] Disproportionate project density relative to local population density (ratio 4.48)"", ""[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers""]",[Geospatial Clustering] High geographic clustering (34 active works within 25 km radius),[Geospatial Clustering] Disproportionate project density relative to local population density (ratio 4.48),[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers,15.32,41.53,6.49,20.09,26.07,8.27,5.43,"{""financial__sanctioned_amount"": 0.1857, ""geo__population_density"": 0.1821, ""geo__infrastructure_gap_index"": 0.1498}",2026-09-06T09:49:30.403975+00:00
