project_id,contractor_anomaly_score,contractor_anomaly_percentile,contractor_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,contractor_project_count,capacity_strain_index,corporate_collusion_index,agency_capture_score,model_version,mode,scored_at
MPLADS-001100,45.75,74.4,False,Elevated agency concentration (75.4% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,40,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001101,34.99,59.84,False,Recent corporate ownership change registered prior to developmental contract award,High constituency allocation concentration (77.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,21,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001102,11.33,16.4,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001103,47.55,76.66,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.62),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,1.622,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001104,5.83,7.28,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001105,60.33,87.94,False,Recent corporate ownership change registered prior to developmental contract award,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.17),Allocation distribution across implementing agencies well balanced,23,1.175,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001106,13.36,20.4,False,Elevated agency concentration (75.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001107,19.5,33.04,False,High constituency allocation concentration (81.9% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,4,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001108,46.44,75.26,False,Heavy agency monopolization (66.2% funding channeled through repeated agency-contractor pair),Elevated historical irregularity record (4 past statutory audit findings),Allocation distribution across implementing agencies well balanced,40,0.0,0.0,1.338,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001109,19.42,32.74,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001110,82.94,97.32,True,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,1,0.0,0.5,0.342,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001111,33.84,58.44,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001112,66.85,91.82,False,Heavy agency monopolization (82.1% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,1.407,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001113,38.26,64.36,False,Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.706,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001114,70.1,93.36,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",High constituency allocation concentration (73.3% of works in single constituency),Allocation distribution across implementing agencies well balanced,3,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001115,16.72,27.48,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001116,32.99,57.16,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001117,36.79,62.2,False,Heavy agency monopolization (65.9% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,1.257,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001118,22.82,39.74,False,High constituency allocation concentration (70.7% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001119,8.45,11.16,False,High constituency allocation concentration (75.5% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,32,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001120,56.28,85.06,False,Contractor identified with corporate collusion risk indicators (shared address),High constituency allocation concentration (63.3% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),6,0.0,0.25,0.953,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001121,43.18,71.28,False,Heavy agency monopolization (70.0% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,19,0.0,0.0,1.326,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001122,26.14,46.04,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,4,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001123,15.94,26.14,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,17,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001124,69.62,93.14,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.91),High constituency allocation concentration (62.1% of works in single constituency),Allocation distribution across implementing agencies well balanced,31,0.914,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001125,34.91,59.74,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001126,38.58,64.74,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (67.7% of works in single constituency),Allocation distribution across implementing agencies well balanced,37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001127,60.44,88.02,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,27,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001128,8.03,10.28,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001129,52.9,81.98,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.70),Elevated agency concentration (74.1% of vendor work tied to single implementing agency),Elevated historical irregularity record (4 past statutory audit findings),17,0.702,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001130,32.22,55.88,False,High constituency allocation concentration (69.0% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.189,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001131,24.08,42.34,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,5,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001132,29.95,52.42,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-001133,19.77,33.54,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,28,0.0,0.0,0.766,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
