project_id,procurement_anomaly_score,procurement_anomaly_percentile,procurement_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,bid_count,single_bid_flag,bid_competition_score,bid_price_similarity,repeated_winner_flag,model_version,mode,scored_at
MPLADS-001312,7.52,12.22,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.892,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001313,98.69,98.68,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.19),Tender awarded to frequent repeated winning vendor with low competition index (0.17),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001314,21.55,54.9,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.883,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001315,87.77,95.48,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.38),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001316,25.91,65.94,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.948,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001317,9.69,17.48,False,High bid price similarity across competing tenders (94.1% quotation clustering),Elevated bidder disqualification rate during technical evaluation (22.7%),Contract award amount aligned with initial technical estimates,4,0,0.667,0.941,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001318,9.19,16.26,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.906,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001319,93.42,97.32,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.41),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001320,21.86,55.78,False,Substantial post-award contract amendment (+₹0.90 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.963,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001321,10.61,20.26,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.852,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001322,12.81,27.26,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.876,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001323,24.26,62.04,False,High bid price similarity across competing tenders (95.1% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.951,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001324,36.73,82.36,False,Elevated bidder disqualification rate during technical evaluation (24.4%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.884,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001325,22.03,56.16,False,Substantial post-award contract amendment (+₹2.48 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.936,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001326,0.0,0.51,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.913,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001327,17.77,43.04,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.922,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001328,18.38,44.58,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.869,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001329,46.93,89.02,False,Substantial post-award contract amendment (+₹1.95 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.87,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001330,1.39,2.2,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.937,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001331,13.57,29.6,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.931,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001332,2.63,3.58,False,Elevated bidder disqualification rate during technical evaluation (23.2%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.913,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001333,19.6,48.9,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.911,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001334,17.63,42.54,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.855,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001335,7.5,12.14,False,High bid price similarity across competing tenders (95.8% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.958,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001336,97.45,98.36,True,Single-bid procurement recorded in remote area (infrastructure gap 0.69),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001337,11.88,24.14,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.856,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001338,55.37,91.92,False,Substantial post-award contract amendment (+₹6.07 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.899,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001339,7.88,12.94,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.932,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001340,15.67,36.18,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (20.9%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.884,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001341,84.07,94.94,False,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.44),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001342,22.48,57.4,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.871,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001343,4.54,6.22,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.964,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001344,10.61,20.28,False,High bid price similarity across competing tenders (94.2% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.942,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001345,85.09,94.98,False,Single-bid procurement recorded in remote area (infrastructure gap 0.75),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001346,12.52,26.22,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.94,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001347,13.8,30.34,False,Substantial post-award contract amendment (+₹0.69 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.937,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001348,19.53,48.68,False,Substantial post-award contract amendment (+₹0.46 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.862,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001349,2.35,3.16,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.909,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001350,15.42,35.18,False,High bid price similarity across competing tenders (97.8% quotation clustering),Substantial post-award contract amendment (+₹0.34 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,5,0,0.833,0.978,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-001351,21.21,53.9,False,High bid price similarity across competing tenders (94.5% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.945,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
